system.index,AREA_KM2,CD_MUN,CD_UF,NM_MUN,NM_REGIAO,NM_UF,SIGLA,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Bioma
0002000000000000017c,617.092,4212270,42,Passos Maia,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000017d,446.165,4212304,42,Paulo Lopes,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000017e,159.891,4212403,42,Pedras Grandes,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000045a,57.752,4212502,42,Penha,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0.002509631596,0.002509631596,0.002509631596,0.002509631596,0.002509631596,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.09222878294,0.1226592677,0.1226592677,0.1226592677,0.1317570394,0.1317570394,0.1317570394,0.1317570394,0.1317570394,0.1317570394,0.1317570394,0.1317570394,0.1317570394,Mata Atlântica
0002000000000000017f,96.168,4212601,42,Peritiba,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000180,106.853,4212650,42,Pescaria Brava,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000045b,306.76,4212700,42,Petrolândia,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000045c,99.355,4212809,42,Balneário Piçarras,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1026583801,0.2809765868,0.5983702713,0.5983702713,0.8623940527,1.244459211,1.512249415,1.575037743,1.613966325,1.859782705,2.031821376,2.120352709,2.173722416,2.173722416,2.173722416,2.173722416,2.173722416,2.173722416,Mata Atlântica
00020000000000000181,128.726,4212908,42,Pinhalzinho,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000182,61.011,4213005,42,Pinheiro Preto,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000183,146.088,4213104,42,Piratuba,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000184,63.1,4213153,42,Planalto Alegre,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000045d,214.299,4213203,42,Pomerode,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000185,575.17,4213302,42,Ponte Alta,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000186,396.882,4213351,42,Ponte Alta do Norte,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000187,560.731,4213401,42,Ponte Serrada,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000045e,93.673,4213500,42,Porto Belo,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000188,848.779,4213609,42,Porto União,Sul,Santa Catarina,SC,0.1213606177,0.1213606177,0.1213606177,0.1620239388,0.1620239388,0.1620239388,0.1620239388,0.1620239388,0.1620239388,0.1620239388,0.1620239388,0.1620239388,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,0.175578572,Mata Atlântica
0001000000000000045f,356.539,4213708,42,Pouso Redondo,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000189,284.36,4213807,42,Praia Grande,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000018a,65.433,4213906,42,Presidente Castello Branco,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000460,297.16,4214003,42,Presidente Getúlio,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000461,224.748,4214102,42,Presidente Nereu,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000018b,85.598,4214151,42,Princesa,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000018c,278.983,4214201,42,Quilombo,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000018d,286.461,4214300,42,Rancho Queimado,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000018e,314.913,4214409,42,Rio das Antas,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000462,502.095,4214508,42,Rio do Campo,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000463,245.057,4214607,42,Rio do Oeste,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000464,555.473,4214706,42,Rio dos Cedros,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000465,260.817,4214805,42,Rio do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000018f,302.39,4214904,42,Rio Fortuna,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000466,907.42,4215000,42,Rio Negrinho,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000190,282.571,4215059,42,Rio Rufino,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000191,191.061,4215075,42,Riqueza,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000467,129.001,4215109,42,Rodeio,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000192,223.333,4215208,42,Romelândia,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000468,177.887,4215307,42,Salete,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000193,156.568,4215356,42,Saltinho,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000194,104.531,4215406,42,Salto Veloso,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000195,82.984,4215455,42,Sangão,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000196,1145.845,4215505,42,Santa Cecília,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000197,81.004,4215554,42,Santa Helena,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000198,203.218,4215604,42,Santa Rosa de Lima,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00020000000000000199,150.299,4215653,42,Santa Rosa do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000469,715.551,4215679,42,Santa Terezinha,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000019a,119.653,4215687,42,Santa Terezinha do Progresso,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000019b,73.335,4215695,42,Santiago do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000019c,344.235,4215703,42,Santo Amaro da Imperatriz,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000019d,149.891,4215752,42,São Bernardino,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000046a,495.772,4215802,42,São Bento do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000019e,461.438,4215901,42,São Bonifácio,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0002000000000000019f,162.12,4216008,42,São Carlos,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a0,345.903,4216057,42,São Cristóvão do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a1,367.525,4216107,42,São Domingos,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000046b,493.266,4216206,42,São Francisco do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a2,163.747,4216255,42,São João do Oeste,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000046c,200.765,4216305,42,São João Batista,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000046d,151.885,4216354,42,São João do Itaperiú,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a3,184.375,4216404,42,São João do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a4,1888.634,4216503,42,São Joaquim,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a5,150.499,4216602,42,São José,Sul,Santa Catarina,SC,3.229878216,5.382191222,5.760147419,7.311574057,9.513163528,10.06827871,17.39861944,19.50768371,22.37147297,24.10692124,28.11740978,29.74669469,42.94679655,43.46852279,44.96062442,45.78741712,45.91952571,45.94506817,46.1448068,46.14418126,46.83340511,48.25952147,49.08559132,49.08559132,49.21274765,49.21274765,49.84153086,51.98643858,53.19508546,53.83081971,55.74768267,57.27253407,57.90818882,58.9898177,59.78317836,59.78317836,60.09917321,Mata Atlântica
000200000000000001a6,280.76,4216701,42,São José do Cedro,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a7,948.714,4216800,42,São José do Cerrito,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a8,356.193,4216909,42,São Lourenço do Oeste,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001a9,106.765,4217006,42,São Ludgero,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001aa,224.566,4217105,42,São Martinho,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001ab,72.755,4217154,42,São Miguel da Boa Vista,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001ac,234.202,4217204,42,São Miguel do Oeste,Sul,Santa Catarina,SC,0.1667077077,0.1667077077,0.1667077077,0.1667077077,0.1667077077,0.2046957913,0.2046957913,0.2046957913,0.9205004991,1.385459568,1.385459568,1.385459568,1.385459568,1.385459568,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,1.827812712,Mata Atlântica
000200000000000001ad,139.196,4217253,42,São Pedro de Alcântara,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001ae,205.781,4217303,42,Saudades,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000046e,165.237,4217402,42,Schroeder,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001af,309.627,4217501,42,Seara,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b0,90.564,4217550,42,Serra Alta,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b1,262.004,4217600,42,Siderópolis,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04909421626,0.04909421626,0.04909421626,0.04909421626,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,0.129374021,Mata Atlântica
000200000000000001b2,143.457,4217709,42,Sombrio,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b3,113.125,4217758,42,Sul Brasil,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0001000000000000046f,693.847,4217808,42,Taió,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b4,390.044,4217907,42,Tangará,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b5,56.962,4217956,42,Tigrinhos,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000470,279.159,4218004,42,Tijucas,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b6,328.507,4218103,42,Timbé do Sul,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000471,128.313,4218202,42,Timbó,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b7,596.344,4218251,42,Timbó Grande,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b8,436.496,4218301,42,Três Barras,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001b9,156.61,4218350,42,Treviso,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001ba,159.833,4218400,42,Treze de Maio,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001bb,185.937,4218509,42,Treze Tílias,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000472,109.648,4218608,42,Trombudo Central,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001bc,301.485,4218707,42,Tubarão,Sul,Santa Catarina,SC,22.24502412,22.57299627,22.65182499,23.28100037,24.56321519,24.56321519,26.37608368,28.93542776,29.25082843,36.62076632,37.83563683,38.2864624,38.50871397,38.66828807,39.29165629,39.8132305,39.92703659,40.24089248,40.38280524,40.38280524,40.53586133,41.05771047,41.05771047,41.17517725,41.09631705,41.07589751,41.23018057,41.23018057,41.47754139,41.67477845,41.67477845,41.84911788,42.01823865,42.01823865,42.01823865,42.01823865,42.02132994,Mata Atlântica
000200000000000001bd,132.939,4218756,42,Tunápolis,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001be,235.104,4218806,42,Turvo,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001bf,92.857,4218855,42,União do Oeste,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001c0,1021.371,4218905,42,Urubici,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001c1,350.472,4218954,42,Urupema,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001c2,254.954,4219002,42,Urussanga,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001c3,166.685,4219101,42,Vargeão,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001c4,350.606,4219150,42,Vargem,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001c5,299.807,4219176,42,Vargem Bonita,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000473,346.932,4219200,42,Vidal Ramos,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000200000000000001c6,384.127,4219309,42,Videira,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000474,370.414,4219358,42,Vitor Meireles,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00010000000000000475,153.776,4219408,42,Witmarsum,Sul,Santa Catarina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
