system.index,AREA_KM2,CD_MUN,CD_UF,NM_MUN,NM_REGIAO,NM_UF,SIGLA,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Bioma
00000000000000000a15,554.76,2609808,26,Orocó,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a16,2381.57,2609907,26,Ouricuri,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a17,339.291,2610004,26,Palmares,Nordeste,Pernambuco,PE,4.544200192,10.75209617,10.84049766,11.07935696,11.14626665,12.38218361,12.4237843,14.00426685,17.78925047,18.98147172,19.15550242,19.42139881,19.43145237,21.93650698,22.1653117,22.23152582,22.39238213,22.39238213,22.48494388,22.48494388,22.97271123,23.06111259,23.06111259,23.06111259,23.073246,24.08865475,24.46132723,25.01946886,25.17616376,25.26456468,25.26837805,25.53358274,25.7142035,26.22173764,27.09223143,27.09223143,28.025817,Mata Atlântica
00000000000000000a18,168.796,2610103,26,Palmeirina,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a19,380.428,2610202,26,Panelas,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a1a,185.371,2610301,26,Paranatama,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a1b,2609.548,2610400,26,Parnamirim,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a1c,326.757,2610509,26,Passira,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a1d,269.651,2610608,26,Paudalho,Nordeste,Pernambuco,PE,0.5446295255,2.110786836,2.541490823,2.630062334,5.855461122,6.603976149,7.03190038,8.470219644,9.568507676,22.24982446,22.52456807,34.7356898,35.01633675,35.10490724,36.83221806,37.85166054,42.62094433,47.09470667,49.48650526,51.33819481,51.44031613,52.08081451,52.25795658,52.43510124,54.7844932,56.37877997,58.29087612,58.37944747,61.41000553,62.47321164,67.83478158,68.86221671,73.25152475,76.90482453,90.50594331,90.50594331,104.7237018,Mata Atlântica
00000000000000000a1e,96.932,2610707,26,Paulista,Nordeste,Pernambuco,PE,9.056861564,16.89796528,19.01893472,21.21250068,26.81647865,29.81612401,37.68649097,55.75393331,80.23796001,117.644891,121.0548089,137.7973608,147.5232775,151.1846195,178.6847257,196.7400335,221.2773542,233.613891,237.1434878,243.9307296,251.4892864,256.4139731,259.6205473,263.4814136,267.6490256,271.6929798,283.4637718,287.4580788,312.1186427,321.3275022,337.0307095,353.96884,384.1052585,404.5037657,407.0161896,414.5182934,452.6982794,Mata Atlântica
00000000000000000a1f,921.477,2610806,26,Pedra,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a20,980.876,2610905,26,Pesqueira,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a21,1056.592,2611002,26,Petrolândia,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a22,4561.87,2611101,26,Petrolina,Nordeste,Pernambuco,PE,22.24660227,40.09089915,40.02376879,40.8539031,41.76743211,41.33699074,42.52419967,44.4148526,44.9933887,47.44220587,50.06875332,53.92962379,58.35998834,62.08648214,68.71530322,70.40178385,81.38640769,82.96041302,93.18151886,94.26247089,93.4393162,96.62157648,98.32705816,98.58967783,100.1090216,104.9344151,111.9576207,112.9330708,114.0867198,114.7576433,116.3621391,117.6033134,119.3098969,121.113425,123.6917504,124.1298211,124.2654643,Caatinga
00000000000000000a23,204.329,2611200,26,Poção,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a24,239.876,2611309,26,Pombos,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a25,113.112,2611408,26,Primavera,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a26,230.617,2611507,26,Quipapá,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a27,210.705,2611533,26,Quixaba,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a28,218.843,2611606,26,Recife,Nordeste,Pernambuco,PE,388.8011064,492.6377149,515.4692614,606.6692739,724.9101966,758.3409692,857.4500536,924.1237284,980.7712873,1152.004835,1174.323665,1336.241663,1373.378274,1385.72114,1477.418777,1502.745936,1525.08872,1552.161636,1586.008282,1602.969376,1619.795091,1642.730339,1652.381525,1672.351026,1681.486299,1697.964919,1707.810419,1723.055699,1742.327541,1774.740885,1815.379212,1845.095659,1867.443112,1890.035522,1897.606861,1900.295822,1922.005186,Mata Atlântica
00000000000000000a29,314.003,2611705,26,Riacho das Almas,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a2a,289.733,2611804,26,Ribeirão,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a2b,227.458,2611903,26,Rio Formoso,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a2c,190.455,2612000,26,Sairé,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a2d,87.217,2612109,26,Salgadinho,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a2e,1678.564,2612208,26,Salgueiro,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a2f,251.549,2612307,26,Saloá,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a30,268.686,2612406,26,Sanharó,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a31,1245.983,2612455,26,Santa Cruz,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a32,114.932,2612471,26,Santa Cruz da Baixa Verde,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a33,335.309,2612505,26,Santa Cruz do Capibaribe,Nordeste,Pernambuco,PE,5.175035027,5.352155288,5.617835087,5.811973664,5.828643897,5.918246117,6.095366489,6.183926877,6.514553585,6.780233831,7.583181242,7.863448457,8.129129388,9.482541984,9.740581939,10.00626264,10.45740049,10.73072115,10.90784192,12.58631532,13.3833555,14.86422225,14.56797826,17.4415097,18.78311708,23.97590102,24.10961214,26.77790011,27.14499118,27.52666989,27.52007166,27.54577215,27.72289411,27.80693939,28.09172232,27.95349788,28.73596025,Caatinga
00000000000000000a34,1005.341,2612554,26,Santa Filomena,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a35,3000.774,2612604,26,Santa Maria da Boa Vista,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a36,92.148,2612703,26,Santa Maria do Cambucá,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a37,200.327,2612802,26,Santa Terezinha,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a38,160.477,2612901,26,São Benedito do Sul,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a39,719.148,2613008,26,São Bento do Una,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a3a,382.483,2613107,26,São Caitano,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a3b,258.334,2613206,26,São João,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a3c,232.07,2613305,26,São Joaquim do Monte,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a3d,69.184,2613404,26,São José da Coroa Grande,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a3e,1474.086,2613503,26,São José do Belmonte,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a3f,780.852,2613602,26,São José do Egito,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a40,264.19,2613701,26,São Lourenço da Mata,Nordeste,Pernambuco,PE,0,0.6830395947,0.7715881507,0.7715881507,2.34153119,2.34153119,2.467932214,2.497795984,3.573595241,5.512308683,7.545471619,8.37262521,13.69600534,14.40196334,15.96737126,16.42191946,17.4609024,17.4609024,23.64167141,24.41882157,26.15090908,26.46482604,26.55337453,26.92007214,27.43817599,28.05940888,28.05940888,28.14274799,34.48460602,39.90346902,43.29782873,47.38185244,53.05003596,63.85542663,64.57145269,66.13581687,68.16861932,Mata Atlântica
00000000000000000a41,113.985,2613800,26,São Vicente Férrer,Nordeste,Pernambuco,PE,0.02363613844,0.02363613844,0.02363613844,0.02363613844,0.02363613844,0.02363613844,0.2377517422,0.2377517422,0.8394309209,1.386885551,1.469612237,2.382732797,2.723719399,5.351862664,5.926083593,6.014719708,6.513165769,7.310193353,7.221557237,7.221557237,7.221557237,7.339390596,7.350513553,7.350513553,7.350513553,7.350513553,7.651875105,8.095056173,8.645293839,9.199704526,9.789917234,9.789917234,10.46563817,10.98285573,10.98285573,11.06036836,11.06036836,Mata Atlântica
00000000000000000a42,2980.007,2613909,26,Serra Talhada,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a43,1535.19,2614006,26,Serrita,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a44,2421.527,2614105,26,Sertânia,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a45,374.321,2614204,26,Sirinhaém,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a46,404.287,2614303,26,Moreilândia,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a47,138.398,2614402,26,Solidão,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a48,252.896,2614501,26,Surubim,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a49,390.434,2614600,26,Tabira,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a4a,227.601,2614709,26,Tacaimbó,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a4b,1264.532,2614808,26,Tacaratu,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a4c,213.75,2614857,26,Tamandaré,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a4d,475.184,2615003,26,Taquaritinga do Norte,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a4e,151.45,2615102,26,Terezinha,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a4f,318.709,2615201,26,Terra Nova,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a50,287.683,2615300,26,Timbaúba,Nordeste,Pernambuco,PE,29.82435431,30.33748697,30.33748697,30.33748697,34.71269773,37.47514518,40.87273463,43.59309882,45.29659338,53.86794756,54.27157125,56.60744237,56.61265712,57.24885959,57.34898411,60.3784216,60.55155229,60.80707665,60.80707665,60.80846727,60.80846727,60.80846727,61.25172342,61.40399535,61.48673677,62.47163212,62.5453348,62.61938478,62.61938478,62.79008164,62.79008164,62.79668729,63.27470903,63.53405723,63.53405723,63.79653467,64.0214654,Mata Atlântica
00000000000000000a51,25.704,2615409,26,Toritama,Nordeste,Pernambuco,PE,0,0.04444761463,0.04444761463,0.06215720066,0.06215720066,0.06215720066,0.06215720066,0.06215720066,0.1579972908,0.3875343067,0.484419154,0.5722753108,0.5722753108,0.5722753108,0.5722753108,0.5722753108,0.5722753108,0.5722753108,0.8247315339,0.8247315339,0.8511231067,1.016417635,0.9292559418,0.9782192332,1.225119547,1.328602441,1.328602441,1.411944355,1.411944355,1.411944355,1.412986128,1.412986128,1.412986128,1.412986128,1.412986128,1.412986128,1.412986128,Caatinga
00000000000000000a52,137.321,2615508,26,Tracunhaém,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a53,295.765,2615607,26,Trindade,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a54,191.518,2615706,26,Triunfo,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a55,950.474,2615805,26,Tupanatinga,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a56,189.509,2615904,26,Tuparetama,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a57,335.482,2616001,26,Venturosa,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a58,476.039,2616100,26,Verdejante,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a59,73.631,2616183,26,Vertente do Lério,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a5a,196.325,2616209,26,Vertentes,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a5b,228.017,2616308,26,Vicência,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a5c,335.942,2616407,26,Vitória de Santo Antão,Nordeste,Pernambuco,PE,0,3.27676517,3.978372078,3.978372078,4.332473713,4.332473713,6.025913029,7.324613112,7.678714628,8.438634479,8.529587876,9.209322871,9.918903067,9.978614385,10.79164583,10.79164583,12.03791707,12.23232245,12.26773222,12.62009052,12.96932806,13.05785184,13.05785184,13.23489982,14.20866177,17.63505355,18.69005201,24.02439539,24.58818109,24.7298218,24.7298218,24.7298218,24.73225187,24.78502003,25.02837832,25.02837832,26.34410867,Mata Atlântica
00000000000000000a5d,110.815,2616506,26,Xexéu,Nordeste,Pernambuco,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a5e,468.229,2700102,27,Água Branca,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a5f,186.134,2700201,27,Anadia,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a60,345.655,2700300,27,Arapiraca,Nordeste,Alagoas,AL,0.1966732838,0.1966732838,0.1966732838,0.1966732838,0.1966732838,0.1966732838,0.1966732838,0.1966732838,0.1966732838,0.1966732838,0.2879242241,0.5882967919,0.898367232,1.623939894,2.025268196,2.377856999,2.364029477,2.716618071,2.716618071,2.906739122,3.504411801,3.59808969,3.509942713,3.504411451,3.504411451,6.215855292,6.634814432,6.687702452,6.511407946,6.68770231,6.687702452,6.64380201,6.76029303,6.548394501,6.616838124,6.616838124,7.416036024,Caatinga
00000000000000000a61,533.258,2700409,27,Atalaia,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a62,131.364,2700508,27,Barra de Santo Antônio,Nordeste,Alagoas,AL,3.874460716,4.403828774,4.756743182,5.021431771,5.155671157,5.874996632,7.700054141,7.804175854,8.815459706,9.657900114,9.834357318,11.64591645,12.30539141,12.51991936,12.96105042,14.61767905,14.39520982,14.43914984,14.96400565,15.14046359,15.37331011,15.6373063,15.3342118,15.14840154,15.41238988,15.70579319,17.19460702,18.06750264,18.94489625,19.6728707,20.00641529,20.30741817,20.78416294,20.78589291,20.87412235,20.69766501,20.8132271,Mata Atlântica
00000000000000000a63,74.247,2700607,27,Barra de São Miguel,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a64,315.87,2700706,27,Batalha,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a65,66.628,2700805,27,Belém,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a66,334.136,2700904,27,Belo Monte,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a67,193.002,2701001,27,Boca da Mata,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a68,168.048,2701100,27,Branquinha,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a69,281.692,2701209,27,Cacimbinhas,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a6a,94.357,2701308,27,Cajueiro,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a6b,65.91,2701357,27,Campestre,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0.04296807308,0.1209341361,0.1209341361,0.1209341361,0.1209341361,0.1209341361,0.1209341361,0.1209341361,0.1209341361,0.1209341361,0.272015007,0.272015007,0.272015007,0.5977403544,0.6750133344,0.6750133344,0.7037737547,1.740187771,1.740187771,5.701549636,6.553975965,8.772372612,8.836478366,9.948795622,10.18997212,10.18997212,10.38817769,Mata Atlântica
00000000000000000a6c,312.726,2701407,27,Campo Alegre,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a6d,170.144,2701506,27,Campo Grande,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a6e,602.778,2701605,27,Canapi,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a6f,263.735,2701704,27,Capela,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a70,111.696,2701803,27,Carneiros,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a71,157.831,2701902,27,Chã Preta,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
00000000000000000a72,88.759,2702009,27,Coité do Nóia,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
00000000000000000a73,207.935,2702108,27,Colônia Leopoldina,Nordeste,Alagoas,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
